date,ticker,signal_strength
2015-04-08,CNS_RET_1,0.24260942464657012
2015-04-09,CNS_RET_1,0.30440603705885316
2015-04-10,CNS_RET_1,0.2897839932218603
2015-04-13,CNS_RET_1,0.3574014469702081
2015-04-14,CNS_RET_1,0.37117010662924593
2015-04-15,CNS_RET_1,0.24926378780610295
2015-04-16,CNS_RET_1,0.2719877401943289
2015-04-17,CNS_RET_1,0.27626996385219693
2015-04-20,CNS_RET_1,0.30713604286620055
2015-04-21,CNS_RET_1,0.30120479230889774
2015-04-22,CNS_RET_1,0.23564201285557718
2015-04-23,CNS_RET_1,0.2599238039266094
2015-04-24,CNS_RET_1,0.20950341906815645
2015-04-27,CNS_RET_1,0.2268047294340091
2015-04-28,CNS_RET_1,0.210393060335113
2015-04-29,CNS_RET_1,0.25462094695820586
2015-04-30,CNS_RET_1,0.3493830810726707
2015-05-01,CNS_RET_1,0.34390080976015924
2015-05-04,CNS_RET_1,0.3177201864335552
2015-05-05,CNS_RET_1,0.2972068180560054
2015-05-06,CNS_RET_1,0.3097063982937425
2015-05-07,CNS_RET_1,0.33644107502075776
2015-05-08,CNS_RET_1,0.13070871877774468
2015-05-11,CNS_RET_1,0.1522754822061173
2015-05-12,CNS_RET_1,0.147997589910767
2015-05-13,CNS_RET_1,0.13883712310021082
2015-05-14,CNS_RET_1,0.1743379754293799
2015-05-15,CNS_RET_1,0.1828684624960754
2015-05-18,CNS_RET_1,0.1832575098741312
2015-05-19,CNS_RET_1,0.20139467568694266
2015-05-20,CNS_RET_1,0.20092038383641309
2015-05-21,CNS_RET_1,0.18937210367388788
2015-05-22,CNS_RET_1,0.1880726781296828
2015-05-25,CNS_RET_1,0.20142067608078626
2015-05-26,CNS_RET_1,0.20296147445129192
2015-05-27,CNS_RET_1,0.15954196050530572
2015-05-28,CNS_RET_1,0.1821018819582717
2015-05-29,CNS_RET_1,0.17089674748456052
2015-06-01,CNS_RET_1,0.19610971527120402
2015-06-02,CNS_RET_1,0.21442652414965313
2015-06-03,CNS_RET_1,0.20523993970901885
2015-06-04,CNS_RET_1,0.1890188299851116
2015-06-05,CNS_RET_1,0.17907854490177955
2015-06-08,CNS_RET_1,0.21354265596329794
2015-06-09,CNS_RET_1,0.22926492436724835
2015-06-10,CNS_RET_1,0.21976307463237893
2015-06-11,CNS_RET_1,0.2030296518982074
